Bank_Code,Bank_Name,Branch_Code,Branch_Name,Branch_Address,City,Zip_Code,POB,Telephone,Fax,Free_Tel,Handicap_Access,day_closed,Branch_Type,Open_Date,Close_Date,Merge_Bank,Merge_Branch,X_Coordinate,Y_Coordinate
31,בנק הבינלאומי הראשון לישראל בע"מ,6,עסקים ראשי צפון,חלוצי התעשיה 20 ,חיפה,2629420,10155,04-8561888,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.812145,35.066603
31,בנק הבינלאומי הראשון לישראל בע"מ,7,נווה שאנן,קומוי 1 ,חיפה,3276101,,04-8606200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.782391,35.014234
31,בנק הבינלאומי הראשון לישראל בע"מ,9,הכרמל חיפה,אלחנן 1 ,חיפה,3445203,6289,04-8350200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.804001,34.987329
31,בנק הבינלאומי הראשון לישראל בע"מ,336,חיל הים - חיפה,"0 0 ב"ח חיפה, בת-גלים, חיפה",חיפה,,,04-8138230,,,כן,יום ו,מיוחד,01/01/2019,,31001,,32.834295,34.982308
31,בנק הבינלאומי הראשון לישראל בע"מ,5,רוממה,אלחנן 1 ,חיפה,3445203,6289,04-8280200,,*3009,כן,יום א,מיוחד,01/04/1981,01/02/2023,,,32.804006,34.989518
31,בנק הבינלאומי הראשון לישראל בע"מ,52,נהריה,שד' הגעתון 41 ,נהרייה,2242021,419,04-9518200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,33.006718,35.092261
31,בנק הבינלאומי הראשון לישראל בע"מ,110,יהוד,דרך העצמאות 56 ,יהוד-מונוסון,5630425,1057,03-5393200,,*3009,כן,יום ו,מיוחד,05/04/1983,01/04/2024,,,32.027826,34.891127
31,בנק הבינלאומי הראשון לישראל בע"מ,37,הוד השרון,רמתיים 94 ,הוד השרון,4526814,,09-7614200,,*3009,כן,יום א,מיוחד,01/04/1981,,,,32.154481,34.894436
31,בנק הבינלאומי הראשון לישראל בע"מ,350,מת"מ אומגה,נחום חת 1 א"ת מת"מ - טירת הכרמל,טירת כרמל,3900000,15034,04-8134200,,,כן,יום א,מיוחד,01/01/2019,,31001,,32.784652,34.962384
31,בנק הבינלאומי הראשון לישראל בע"מ,120,כפר ורדים,מרכז מסחרי חדש 1 ,כפר ורדים,2514700,515,04-9076200,,*3009,כן,יום א,מיוחד,09/11/1993,,,,32.995851,35.275605
31,בנק הבינלאומי הראשון לישראל בע"מ,376,חצרים,"בסיס צבאי חצרים 0 מחנה יפה,",חצרים,8542500,540,08-6204100,,,כן,יום ו,מיוחד,01/01/2019,,31001,,31.239328,34.713612
31,בנק הבינלאומי הראשון לישראל בע"מ,38,סביון,הנוף 33 ,סביון*,5654033,,03-5308200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.045096,34.885070
31,בנק הבינלאומי הראשון לישראל בע"מ,111,עפולה,חטיבה 9 23 ,עפולה,1835514,2161,04-6520200,,*3009,כן,יום ו,מיוחד,01/08/1983,,,,32.611669,35.287416
31,בנק הבינלאומי הראשון לישראל בע"מ,311,פרדס חנה,דרך הבנים 17 דרך הבנים 17 מרכז מסחרי,פרדס חנה-כרכור,3707368,,04-6145200,,,כן,יום א,מיוחד,01/01/2019,,31001,,32.476333,34.976694
31,בנק הבינלאומי הראשון לישראל בע"מ,124,אם המושבות,ראשון לציון 1 ,פתח תקווה,4972339,,03-9270200,,*3009,כן,יום ו,מיוחד,31/10/2006,,,,32.099672,34.875931
31,בנק הבינלאומי הראשון לישראל בע"מ,317,פתח תקוה - כפר-גנים,העצמאות 65 קניון כפר גנים,פתח תקווה,4937999,,03-9780200,,,כן,יום א,מיוחד,01/01/2019,,31001,,32.074640,34.869534
31,בנק הבינלאומי הראשון לישראל בע"מ,70,קרית מוצקין,גושן 18 ,קריית מוצקין,2631007,,04-8783200,,*3009,כן,יום ו,מיוחד,01/04/1981,31/07/2024,,,32.825181,35.076733
31,בנק הבינלאומי הראשון לישראל בע"מ,32,ראשון לציון,רוטשילד 14 ,ראשון לציון,7526707,1,03-9484200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,31.964338,34.805438
31,בנק הבינלאומי הראשון לישראל בע"מ,119,ראשל"צ מערב,ילדי טהרן 5 מתחם הפאואר סנטר החדש,ראשון לציון,7565841,,03-9536200,,*3009,כן,יום ו,מיוחד,30/01/1990,,,,31.984781,34.768790
31,בנק הבינלאומי הראשון לישראל בע"מ,128,מודיעין,"ערער 14 ערער פינת הפיקוס, מודיעין",מודיעין-מכבים-רעות*,7177076,,08-9736200,,*3009,כן,יום א,מיוחד,04/11/2013,,,,31.900471,35.008677
31,בנק הבינלאומי הראשון לישראל בע"מ,91,מעלות,שלמה שרירא 3 ,מעלות-תרשיחא,2120107,9339,04-9078200,,*3009,כן,יום ו,מיוחד,13/12/1981,,,,33.021683,35.280283
31,בנק הבינלאומי הראשון לישראל בע"מ,397,גדרה,בן גוריון 105 ,גדרה,7051846,114,08-8519200,,,כן,יום א,מיוחד,01/01/2019,,31001,,31.804260,34.783844
31,בנק הבינלאומי הראשון לישראל בע"מ,366,תל נוף,"בסיס צבאי, מחנה תל-נוף 0 ",גדרה,7071000,3500,08-8596995,,,כן,יום ו,מיוחד,01/01/2019,,31001,,31.822320,34.819498
31,בנק הבינלאומי הראשון לישראל בע"מ,342,נבטים,"מחנה עדי, ערד 0 ",ערד,8554000,,08-6501516,,,לא,יום ו,מיוחד,01/01/2019,,31001,,31.221320,34.8858
31,בנק הבינלאומי הראשון לישראל בע"מ,477,עובדה,"מחנה יוכבד 0 ממ"ס הקניון האדום, אילת",אילת,8800000,,08-6359377,,,כן,יום ו,מיוחד,01/01/2019,,31001,,29.941986,34.956666
31,בנק הבינלאומי הראשון לישראל בע"מ,3,אילת,שדרות התמרים 11 ,אילת,8801409,,08-6365200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,29.555192,34.952591
31,בנק הבינלאומי הראשון לישראל בע"מ,179,פאגי רמת בית שמש,מנחם פרוש 1 ,בית שמש,9909959,,02-9906400,,*3009,כן,יום א,מיוחד,08/04/2003,,31001,,31.708481,34.990125
31,בנק הבינלאומי הראשון לישראל בע"מ,35,קיראון,שלמה המלך 37 קניון קיראון,קריית אונו,5542133,,03-5316200,,*3009,כן,יום א,מיוחד,01/04/1981,,,,32.055588,34.863371
31,בנק הבינלאומי הראשון לישראל בע"מ,62,קרית גת,הזית 54 השוק החדש,קריית גת,8202009,38,08-6670200,,*3009,כן,יום ו,מיוחד,17/08/1982,,,,31.605307,34.770792
31,בנק הבינלאומי הראשון לישראל בע"מ,314,גלילות,מתחם גלילות 0 ,רמת השרון,,,03-5497224,,,כן,יום ו,מיוחד,01/01/2019,,31001,,32.145860,34.818277
31,בנק הבינלאומי הראשון לישראל בע"מ,312,יבנה,הדוגית 16 הדוגית 16 יבנה,יבנה,8103827,,08-6329200,,,כן,יום א,מיוחד,01/01/2019,01/01/2023,31001,,31.866659,34.735907
31,בנק הבינלאומי הראשון לישראל בע"מ,50,קרית שמונה,שד' תל חי 83 ,קריית שמונה,1103011,,04-6836200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,33.205803,35.568930
31,בנק הבינלאומי הראשון לישראל בע"מ,29,רחובות,הרצל 182 ,רחובות,7626718,1078,08-9360500,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,31.896879,34.811028
31,בנק הבינלאומי הראשון לישראל בע"מ,135,כפר סבא הירוקה,רפפורט 1 ,כפר סבא,4465142,,09-7784200,,*3009,כן,יום א,מיוחד,09/12/2014,,,,32.192442,34.891995
31,בנק הבינלאומי הראשון לישראל בע"מ,109,אשקלון,רמז 25 מרכז מסחרי חדש,אשקלון,7853305,,08-6776200,,*3009,כן,יום ו,מיוחד,08/01/1985,,,,31.667060,34.584121
31,בנק הבינלאומי הראשון לישראל בע"מ,183,פאגי רבי עקיבא,רבי עקיבא 86 ,בני ברק,5144003,,03-6156200,,*3009,כן,יום ו,רגיל,01/11/1987,,31001,,32.086082,34.830385
31,בנק הבינלאומי הראשון לישראל בע"מ,188,פאגי בני ברק,יעקב לנדאו 4 ,בני ברק,5155025,,03-6174200,,*3009,כן,יום א,רגיל,17/10/2006,,31001,,32.079522,34.833233
31,בנק הבינלאומי הראשון לישראל בע"מ,17,באר שבע,בן צבי 9 ,באר שבע,8489327,290,08-6204200,,*3009,כן,יום א,רגיל,01/04/1981,,,,31.244340,34.798749
31,בנק הבינלאומי הראשון לישראל בע"מ,19,רמות באר שבע,יצחק מודעי 30 ,באר שבע,8470137,,,,*3009,כן,יום א,רגיל,01/05/2023,,,,31.266810,34.809739
31,בנק הבינלאומי הראשון לישראל בע"מ,367,חצור,"בסיס צבאי, מחנה מרים 0 ",חצור-אשדוד,7072000,1,08-8573368,,,כן,יום ו,מיוחד,01/01/2019,,31001,,31.763842,34.740959
31,בנק הבינלאומי הראשון לישראל בע"מ,371,רמת דוד,מחנה יהודית 0 ,רמת דוד,3658500,,04-6440424,,,כן,יום ו,מיוחד,01/01/2019,,31001,,32.670270,35.195460
31,בנק הבינלאומי הראשון לישראל בע"מ,379,פלמחים,"מחנה הילה, ד"נ גן שורק 0 ",פלמחים,7687800,,08-9436636,,,כן,יום ו,מיוחד,01/01/2019,,31001,,31.926099,34.713777
31,בנק הבינלאומי הראשון לישראל בע"מ,362,מפרץ חיפה,החרושת 0 מתחם חוצות המפרץ (צומת וולקן),חיפה,,,04-8813200,,,כן,יום א,רגיל,01/01/2019,,31001,,32.808218,35.054383
31,בנק הבינלאומי הראשון לישראל בע"מ,112,דניה,לסקוב 1 רמת גולדה,חיפה,3495001,,04-8118200,,*3009,כן,יום ו,רגיל,23/08/1983,,,,32.774381,35.001939
31,בנק הבינלאומי הראשון לישראל בע"מ,8,קרית ביאליק,דרך עכו 192 ,קריית ביאליק,2723206,,04-8748200,,*3009,כן,יום ו,רגיל,01/04/1981,,,,32.843809,35.090030
31,בנק הבינלאומי הראשון לישראל בע"מ,287,יובנק - תל אביב (ראשי),שדרות רוטשילד 42 ,תל אביב -יפו,6688307,66883,03-5645222,,*3009,כן,,רגיל,01/02/1949,,31001,,32.063446,34.774228
31,בנק הבינלאומי הראשון לישראל בע"מ,361,החשמונאים,החשמונאים 84 ,תל אביב -יפו,6713203,,03-5635353,,,כן,יום ו,רגיל,01/01/2019,,31001,,32.069461,34.782469
31,בנק הבינלאומי הראשון לישראל בע"מ,365,צהלה,צה"ל 71 ,תל אביב -יפו,6993432,,03-7685200,,,כן,יום א,רגיל,01/01/2019,,31001,,32.121771,34.834727
31,בנק הבינלאומי הראשון לישראל בע"מ,93,ככר המדינה,ויצמן 32 בית לסין,תל אביב -יפו,6209105,,03-6946200,,*3009,כן,יום א,רגיל,21/06/1982,,,,32.084697,34.789581
31,בנק הבינלאומי הראשון לישראל בע"מ,94,טופ-דן,פנחס רוזן 72 ,תל אביב -יפו,6951294,,03-6450200,,*3009,כן,יום א,רגיל,19/10/1982,,,,32.114692,34.826066
31,בנק הבינלאומי הראשון לישראל בע"מ,46,תל אביב ראשי,שד' רוטשילד 42 ,תל אביב -יפו,6688310,29036,03-5196111,,*3009,כן,,רגיל,01/04/1981,,,,32.063446,34.774228
31,בנק הבינלאומי הראשון לישראל בע"מ,131,יוקנעם,שד' רבין 9 ,יקנעם עילית,2069201,,04-6642200,,*3009,כן,יום א,רגיל,21/12/2010,,,,32.642631,35.092004
31,בנק הבינלאומי הראשון לישראל בע"מ,173,פאגי נתיבות,שד' ירושלים 136 ,נתיבות,8774838,,03-5394200,,*3009,כן,יום א,רגיל,27/12/2011,,31001,,31.418206,34.585846
31,בנק הבינלאומי הראשון לישראל בע"מ,186,פאגי אשדוד,רשב"י 11 רובע ז,אשדוד,7765504,,08-8578200,,*3009,כן,יום א,רגיל,01/06/1983,,31001,,31.789058,34.664739
31,בנק הבינלאומי הראשון לישראל בע"מ,33,אשדוד סיטי,"שד' מנחם בגין קניון הסיטי 7 מרכז צימר, ככר הסיטי",אשדוד,7764101,,08-8687200,,*3009,כן,יום ו,רגיל,01/04/1981,,,,31.788451,34.641896
31,בנק הבינלאומי הראשון לישראל בע"מ,185,פאגי ירושלים,עמוס 12 שכונת גאולה,ירושלים,9550616,,02-5011200,,*3009,לא,יום א,רגיל,27/12/1983,,31001,,31.789767,35.215933
31,בנק הבינלאומי הראשון לישראל בע"מ,288,יובנק - ירושלים,קרן היסוד 32 ,ירושלים,9214912,4100,02-5600200,,*3009,לא,יום ו,רגיל,01/01/1949,,31001,,31.771990,35.221737
31,בנק הבינלאומי הראשון לישראל בע"מ,12,ירושלים ראשי,הלל 10 ,ירושלים,9458110,2300,02-6756888,,*3009,כן,יום ו,רגיל,01/04/1981,,,,31.780210,35.216943
31,בנק הבינלאומי הראשון לישראל בע"מ,343,אריאל,אורי בר-און 2 ,אריאל,4070403,11815,03-9371200,,,כן,יום א,רגיל,01/01/2019,,31001,,32.104861,35.175567
31,בנק הבינלאומי הראשון לישראל בע"מ,1,ראש פינה,האגס 0 קניון סנטר הגליל,ראש פינה,1200000,,04-6909200,,*3009,כן,יום א,רגיל,01/04/1981,,,,32.969229,35.550289
31,בנק הבינלאומי הראשון לישראל בע"מ,348,אפק,יגאל אלון 18 מרכז מסחרי שפיר,ראש העין,4863087,,03-9003200,,,כן,יום א,רגיל,01/01/2019,,31001,,32.086690,34.978982
31,בנק הבינלאומי הראשון לישראל בע"מ,375,רמת השרון,הסייפן 33 ,רמת השרון,4724833,,03-7605200,,,כן,יום א,רגיל,01/01/2019,,31001,,32.145875,34.818277
31,בנק הבינלאומי הראשון לישראל בע"מ,174,פאגי רחובות,עזרא 4 ,רחובות,7620015,,08-9524200,,*3009,כן,יום ו,רגיל,20/01/2011,,31001,,31.891216,34.812814
31,בנק הבינלאומי הראשון לישראל בע"מ,21,כפר סבא,רוטשילד 56 ,כפר סבא,4420122,,09-7643200,,*3009,כן,יום ו,רגיל,01/04/1981,,,,32.175648,34.908817
31,בנק הבינלאומי הראשון לישראל בע"מ,349,אוצה"ח אשקלון ברנע,שד ירושלים 119 ,אשקלון,7861785,,08-6799200,,,כן,יום ו,רגיל,01/01/2019,,31001,,31.690809,34.576203
31,בנק הבינלאומי הראשון לישראל בע"מ,22,נתניה,הרצל 5 ,נתניה,4240003,2080,09-8300200,,*3009,כן,יום ו,רגיל,01/04/1981,,,,32.329963,34.853481
31,בנק הבינלאומי הראשון לישראל בע"מ,180,פאגי מודיעין עילית,שד' יחזקאל 2 ,מודיעין עילית,7183402,,03-7968200,,*3009,כן,יום א,רגיל,14/08/2007,,31001,,31.937046,35.039979
31,בנק הבינלאומי הראשון לישראל בע"מ,177,פאגי ביתר עילית,הר"ן 6 כיכר העיר בגבעה B,ביתר עילית,9056506,,02-5723200,,*3009,כן,יום א,רגיל,25/01/2005,,31001,,31.704657,35.116998
31,בנק הבינלאומי הראשון לישראל בע"מ,34,שלוחת פתח תקוה,שפיגל 3 ,פתח תקווה,4936163,,03-9395777,,*3009,כן,יום ו,רגיל,01/04/1981,,,,32.088096,34.887901
31,בנק הבינלאומי הראשון לישראל בע"מ,181,פאגי פתח תקוה,ישעיהו משורר 11 11 מרכז קרסו,פתח תקווה,4931946,,03-9114200,,*3009,כן,יום ו,רגיל,18/04/2000,,31001,,32.068237,34.908580
31,בנק הבינלאומי הראשון לישראל בע"מ,345,רעות,מרכז מסחרי רעות 0 ד.נ. מודיעין,מודיעין-מכבים-רעות*,7190800,1017,08-9269666,,,כן,יום א,רגיל,01/01/2019,,31001,,31.886734,35.017569
31,בנק הבינלאומי הראשון לישראל בע"מ,59,כרמיאל,החרושת 15 ,כרמיאל,2165118,474,04-9087200,,*3009,כן,יום א,רגיל,21/12/1982,,,,32.921775,35.307237
12,בנק הפועלים בע"מ,559,הדר טל,בקעת בית הנטופה 25 ,כפר סבא,,,09-7645353,,,כן,יום ו,רגיל,01/01/1949,,,,32.18242690,34.92893790
12,בנק הפועלים בע"מ,774,נמל תעופה בן גוריון,טרמינל 3 ,לוד,,131,03-9722770,,,כן,יום ו,רגיל,01/01/1949,,,,32.000690,34.870872
12,בנק הפועלים בע"מ,685,לוד,שד' הציונות 1 ,לוד,,,03-6532407,,,כן,יום ו,רגיל,01/01/1949,,,,31.946284,34.892590
12,בנק הפועלים בע"מ,752,התעשיה האוירית,"נתב"ג, ת"ד 101 0 ",לוד,,,03-9718019,,,כן,יום ו,רגיל,01/01/1949,,,,32.004418,34.907585
12,בנק הפועלים בע"מ,650,אשקלון,הרצל 28 ,אשקלון,,,08-6721989,,,כן,יום ו,רגיל,01/01/1949,,,,31.663788,34.586475
12,בנק הפועלים בע"מ,651,אפרידר,ככר צפניה 10 ,אשקלון,,,08-6742426,,,כן,יום ו,רגיל,01/01/1949,28/03/2023,,,31.674338,34.569766
12,בנק הפועלים בע"מ,686,שמשון,הגבורה 3 ,אשקלון,,,08-6747469,,,כן,יום ו,רגיל,01/01/1949,,,,31.665288,34.562726
12,בנק הפועלים בע"מ,636,נס ציונה,הבנים 1 ,נס ציונה,,,08-9383119,,,לא,יום ו,רגיל,01/01/1949,,,,31.929129,34.799131
12,בנק הפועלים בע"מ,211,נצרת עסקים פריפרד,"בנין מגדלי נצרת , כביש עוקף נצרת 1 ",נצרת,,,04-8117500,,,כן,יום א,רגיל,01/01/1949,,,,32.687637,35.297654
12,בנק הפועלים בע"מ,726,נצרת,פאולוס השישי 701 ,נצרת,,,04-6477300,,,כן,יום א,רגיל,01/01/1949,,,,32.697818,35.293081
12,בנק הפועלים בע"מ,476,קרית השרון,קלאוזנר 9 ,נתניה,,,09-8307200,,,כן,יום ו,רגיל,14/02/2007,30/03/2023,,,32.306977,34.875485
12,בנק הפועלים בע"מ,771,עיר ימים,נתן יונתן 10 ,נתניה,,,09-8631040,,,כן,יום ו,רגיל,01/01/1949,,,,32.279324,34.840489
12,בנק הפועלים בע"מ,612,נתניה,הרצל 32 ,נתניה,,,09-8604898,,,כן,יום ו,רגיל,01/07/2009,,,,32.328263,34.857786
12,בנק הפועלים בע"מ,749,הים,ככר העצמאות 11 ,נתניה,4227128,,09-8602023,,,לא,יום ו,רגיל,01/01/1949,,,,32.330785,34.851338
12,בנק הפועלים בע"מ,722,יקנעם,שד' רבין 9 ,יקנעם עילית,,,04-9598055,,,כן,יום ו,רגיל,01/01/1949,,,,32.642576,35.092311
12,בנק הפועלים בע"מ,551,קלנסווה,רחוב ראשי 0 ,קלנסווה,,2378,09-8980228,,,לא,יום ו,רגיל,01/01/1949,,,,32.285793,34.981489
12,בנק הפועלים בע"מ,290,ביתר עילית,ישמח ישראל 2 ,ביתר עילית,,,02-6472200,,,כן,יום ו,רגיל,01/01/1949,,,,31.700376,35.107750
12,בנק הפועלים בע"מ,202,כפר יאסיף,כפר יאסיף די סנטר 0 ,כפר יאסיף,,,04-6621300,,,כן,יום א,רגיל,15/02/2015,,,,32.956660,35.160207
12,בנק הפועלים בע"מ,703,טירת הכרמל,הרצל 39 ,טירת כרמל,,,04-8508228,,,כן,יום ו,רגיל,01/01/1949,,,,32.764332,34.9713
12,בנק הפועלים בע"מ,632,דימונה,יגאל אלון 5 ,דימונה,,,08-6503343,,,לא,יום ו,רגיל,01/01/1949,,,,31.063754,35.033470
12,בנק הפועלים בע"מ,719,קרית טבעון-הנשיא,יהודה הנשיא 1 ,קריית טבעון,,,04-9039228,,,כן,יום ו,רגיל,01/01/1949,,,,32.714822,35.125484
12,בנק הפועלים בע"מ,657,אור יהודה,אליהו סעדון 123 ,אור יהודה,,,03-5389155,,,כן,יום ו,רגיל,01/01/1949,,,,32.0262,34.858990
12,בנק הפועלים בע"מ,581,מג'אר,כביש טבריה מג'אר 0 ,מגאר,,,04-6788200,,,כן,יום א,רגיל,31/12/1991,,,,32.888941,35.408155
12,בנק הפועלים בע"מ,742,דלית אל כרמל-עוספיה,עלי מול (הקניון החדש) כביש עוקף דליה 672 0 ,דאלית אל-כרמל,,,04-8109250,,,כן,יום א,רגיל,01/01/1949,,,,32.699390,35.057250
12,בנק הפועלים בע"מ,449,יפיע,רחוב ראשי (כביש 75) 0 ,יפיע,,97,04-6057300,,04-6567741,כן,יום א,רגיל,25/11/2008,,,,32.683207,35.275112
12,בנק הפועלים בע"מ,90,ירכא,קניון כנעאן 1 ,ירכא,,,04-9069200,,,כן,יום ו,רגיל,23/11/2005,,,,32.952599,35.180615
12,בנק הפועלים בע"מ,715,חצור,ההסתדרות 1 ,חצור הגלילית,,,04-6915570,,,כן,יום ו,רגיל,01/01/1949,,,,32.981502,35.544873
12,בנק הפועלים בע"מ,486,רהט,מרכז מסחרי 0 ,רהט,,,08-6856200,,,כן,יום ו,רגיל,01/01/1949,,,,31.394994,34.759857
12,בנק הפועלים בע"מ,479,סכנין,רחוב ראשי פינת רחוב הגליל 0 ,סח'נין,,,04-6189400,,,כן,יום ו,רגיל,03/03/1997,,,,32.862104,35.297389
12,בנק הפועלים בע"מ,713,עכו,בן עמי 6 ,עכו,,,04-9877050,,,לא,יום ו,רגיל,07/07/2013,,,,32.927511,35.071594
12,בנק הפועלים בע"מ,727,עפולה,הפרסה 1 ,עפולה,,,04-6524615,,,כן,יום ו,רגיל,01/01/1949,,,,32.602649,35.294007
12,בנק הפועלים בע"מ,738,עפולה עלית,מרכז מסחרי קפלן 1 ,עפולה,,,04-6098228,,,לא,יום ו,רגיל,01/01/1949,,,,32.630460,35.326310
12,בנק הפועלים בע"מ,622,פרדס חנה,"שד' הדקלים, ככר הנשיא 1 ",פרדס חנה-כרכור,,,04-6279067,,,כן,יום ו,רגיל,01/09/2010,,,,32.474784,34.973252
12,בנק הפועלים בע"מ,465,אם המושבות,רפאל איתן 3 ,פתח תקווה,,,03-9409200,,,כן,יום ו,רגיל,01/01/1949,,,,32.102973,34.882211
12,בנק הפועלים בע"מ,153,כפר גנים,העצמאות 65 ,פתח תקווה,,,03-9101428,,,כן,יום ו,רגיל,01/01/1949,,,,32.074140,34.869679
12,בנק הפועלים בע"מ,761,חיים עוזר,חיים עוזר 22 ,פתח תקווה,,,03-9394398,,,כן,יום ו,רגיל,01/01/1949,29/11/2022,,,32.087578,34.887016
12,בנק הפועלים בע"מ,616,פתח תקוה,חובבי ציון 1 ,פתח תקווה,,,03-9391298,,,לא,יום ו,רגיל,01/01/1949,,,,32.087515,34.881582
12,בנק הפועלים בע"מ,714,צפת,הגדוד השלישי 39 ,צפת,,,04-6994835,,*2407,לא,יום ו,רגיל,01/01/1949,,,,32.971579,35.504977
12,בנק הפועלים בע"מ,729,קרית מוצקין,שד' משה גושן 19 ,קריית מוצקין,,,04-8780645,,,כן,יום ו,רגיל,01/01/1949,,,,32.825095,35.076251
12,בנק הפועלים בע"מ,634,ראשון לציון,רוטשילד 13 ,ראשון לציון,,,03-9687459,,,כן,יום ו,רגיל,01/01/1949,,,,31.964145,34.805652
12,בנק הפועלים בע"מ,635,ראשונים,"שדרות נים, קניון עזריאלי 2 ",ראשון לציון,,,03-9480115,,,כן,יום ו,רגיל,01/01/1949,23/03/2023,,,31.949448,34.803742
12,בנק הפועלים בע"מ,768,נוה-ים,הנחשול 30 ,ראשון לציון,,,03-9637151,,,כן,יום ו,רגיל,29/01/1997,,,,31.984416,34.782751
12,בנק הפועלים בע"מ,555,השקד,רוטשילד 78 ,ראשון לציון,,,03-9688438,,,כן,יום ו,רגיל,18/11/1996,,,,31.964274,34.796438
12,בנק הפועלים בע"מ,582,מודיעין,דם המכבים 38 ,מודיעין-מכבים-רעות*,,,08-9735353,,,כן,יום ו,רגיל,01/01/1949,,,,31.906693,35.006251
12,בנק הפועלים בע"מ,578,כפר קרע,כפר קרע 0 ,כפר קרע,,3,04-6340228,,,כן,יום ו,רגיל,01/01/1949,,,,32.505520,35.054252
12,בנק הפועלים בע"מ,473,חריש,דרך ארץ 2 ,חריש,,,*2407,,,כן,יום א,רגיל,19/01/2023,,,,32.470760,35.039150
12,בנק הפועלים בע"מ,712,נשר תל חנן,דרך השלום 17 ,נשר,,,04-8209206,,,כן,יום ו,רגיל,01/01/1949,,,,32.769480,35.047904
12,בנק הפועלים בע"מ,637,באר יעקב,שא נס 17 ,באר יעקב,7030861,,08-9184814,,,כן,יום ו,רגיל,01/01/1949,,,,31.941450,34.834089
12,בנק הפועלים בע"מ,653,קדימה,המעלית פינת רח' הזרם 6 ,קדימה-צורן,,,09-8970227,,,כן,יום ו,רגיל,01/01/1949,,,,32.274346,34.920341
12,בנק הפועלים בע"מ,570,עומר,התמר 1 ,עומר,,,03-6591729,,,כן,יום ו,רגיל,01/01/1949,,,,31.264236,34.847129
12,בנק הפועלים בע"מ,747,כרמיאל,הגליל 6 ,כרמיאל,,,04-9900785,,,כן,יום ו,רגיל,01/01/1949,,,,31.754546,35.221029
12,בנק הפועלים בע"מ,576,חרוד,חרוד 7 ,נוף הגליל                ,,,04-6557785,,,כן,יום ו,רגיל,01/01/1949,,,,32.693133,35.315717
12,בנק הפועלים בע"מ,732,מעלות תרשיחא,שלמה שרירא  קניון צים 3 ,מעלות-תרשיחא,,,04-9578050,,,כן,יום ו,רגיל,16/11/2010,,,,33.021426,35.280168
12,בנק הפועלים בע"מ,646,גדרה,הבילויים 6 ,גדרה,,,08-8631740,,,כן,יום ו,רגיל,01/01/1949,,,,31.815234,34.774865
12,בנק הפועלים בע"מ,763,ערד,חן 32 ,ערד,,,08-9970656,,,לא,יום ו,רגיל,15/12/2009,,,,31.257191,35.210256
12,בנק הפועלים בע"מ,644,אילת,"שד' התמרים, פינת דרך הערבה, מרכז מסחרי שבעת הכוכבים 3 ",אילת,8801402,,08-6361202,,,לא,יום ו,רגיל,01/01/1949,,,,29.554880,34.953070
12,בנק הפועלים בע"מ,500,הרימון,הרצל 14 ,תל אביב -יפו,,,03-5141616,,,כן,יום ו,רגיל,21/12/2015,,,,32.062087,34.770113
12,בנק הפועלים בע"מ,778,אביבים,ברודצקי 43 ,תל אביב -יפו,,,03-6462640,,,כן,יום ו,רגיל,01/01/1949,,,,32.111952,34.797727
12,בנק הפועלים בע"מ,754,פנקס,פנקס 32 ,תל אביב -יפו,,,03-5421324,,,כן,יום ו,רגיל,01/01/1949,,,,32.090841,34.787222
12,בנק הפועלים בע"מ,532,שאול המלך,דניאל פריש 3 ,תל אביב -יפו,,,03-6935769,,,כן,יום ו,רגיל,01/01/1949,,,,32.074431,34.782914
12,בנק הפועלים בע"מ,611,יפו,שד' ירושלים 16 ,תל אביב -יפו,,,03-5155558,,,לא,יום ו,רגיל,01/01/1949,,,,32.055061,34.759491
12,בנק הפועלים בע"מ,602,הצפון,דיזנגוף 205 ,תל אביב -יפו,,,03-5206233,,,כן,יום ו,רגיל,11/10/2011,,,,32.087983,34.775101
12,בנק הפועלים בע"מ,603,יד אליהו,לה גוורדיה 58 ,תל אביב -יפו,,,03-6300433,,,לא,יום ו,רגיל,01/01/1949,,,,32.059039,34.796576
12,בנק הפועלים בע"מ,604,קרית שלום,שד' ישראל גורי 34 ,תל אביב -יפו,,,03-5122630,,,כן,יום ו,רגיל,01/01/1949,,,,32.042663,34.780435
12,בנק הפועלים בע"מ,607,שכונת התקוה,דרך ההגנה 63 ,תל אביב -יפו,,,03-6360225,,,לא,יום ו,רגיל,01/01/1949,,,,32.0542,34.789617
12,בנק הפועלים בע"מ,609,ככר יצחק רבין,אבן גבירול 71 ,תל אביב -יפו,,,03-7252200,,,כן,יום ו,רגיל,01/01/1949,,,,32.082227,34.781046
12,בנק הפועלים בע"מ,610,הדר יוסף,פנחס רוזן 28 ,תל אביב -יפו,,,03-6452155,,,כן,יום ו,רגיל,01/01/1949,,,,32.109573,34.826527
